officename,pincode,officeType,Deliverystatus,divisionname,regionname,circlename,Taluk,Districtname,statename,Telephone,RelatedSuboffice,RelatedHeadoffice
Purba Shalbari B.O,736207,B.O,Delivery,Cooch Behar,North Bengal And Sikkim,West Bengal,Alipurduar,Jalpaiguri,WEST BENGAL,NA,Barobisha S.O,Cooch Behar H.O
Purba Sitalkuchi B.O,736158,B.O,Delivery,Cooch Behar,North Bengal And Sikkim,West Bengal,Sitalkuchi,Cooch Behar,WEST BENGAL,NA,Sitalkuchi S.O,Cooch Behar H.O
Pushnadanga B.O,736134,B.O,Delivery,Cooch Behar,North Bengal And Sikkim,West Bengal,Dinhata,Cooch Behar,WEST BENGAL,NA,Dewanhat S.O,Cooch Behar H.O
Putimari B.O,736135,B.O,Delivery,Cooch Behar,North Bengal And Sikkim,West Bengal,Dinhata,Cooch Behar,WEST BENGAL,NA,Dinhata S.O,Cooch Behar H.O
Putimari Fuleswari B.O,736157,B.O,Delivery,Cooch Behar,North Bengal And Sikkim,West Bengal,Mathabhanga,Cooch Behar,WEST BENGAL,NA,Nishiganj S.O,Cooch Behar H.O
Radhanagar B.O,736207,B.O,Delivery,Cooch Behar,North Bengal And Sikkim,West Bengal,Alipurduar,Jalpaiguri,WEST BENGAL,NA,Barobisha S.O,Cooch Behar H.O
Raidak B.O,736201,B.O,Delivery,Cooch Behar,North Bengal And Sikkim,West Bengal,Alipurduar,Jalpaiguri,WEST BENGAL,NA,Hatipotha S.O,Cooch Behar H.O
Rajabhat Tea Estate B.O,735217,B.O,Delivery,Cooch Behar,North Bengal And Sikkim,West Bengal,Alipurduar,Jalpaiguri,WEST BENGAL,NA,Kalchini S.O,Cooch Behar H.O
Rajabhatkhawa S.O,735227,S.O,Delivery,Cooch Behar,North Bengal And Sikkim,West Bengal,Alipurduar,Jalpaiguri,WEST BENGAL,NA,NA,Cooch Behar H.O
Rajarhat B.O,736165,B.O,Delivery,Cooch Behar,North Bengal And Sikkim,West Bengal,Cooch Behar - II,Cooch Behar,WEST BENGAL,NA,Pundibari S.O,Cooch Behar H.O
Rakhalmari B.O,736169,B.O,Delivery,Cooch Behar,North Bengal And Sikkim,West Bengal,Dinhata,Cooch Behar,WEST BENGAL,NA,Nigamnagar S.O,Cooch Behar H.O
Rampur B.O,736207,B.O,Delivery,Cooch Behar,North Bengal And Sikkim,West Bengal,Alipurduar,Jalpaiguri,WEST BENGAL,NA,Barobisha S.O,Cooch Behar H.O
Rashidanga B.O,736170,B.O,Delivery,Cooch Behar,North Bengal And Sikkim,West Bengal,Cooch Behar - I,Cooch Behar,WEST BENGAL,NA,Ghughumari S.O,Cooch Behar H.O
Rasikbil B.O,736131,B.O,Delivery,Cooch Behar,North Bengal And Sikkim,West Bengal,Tufanganj,Cooch Behar,WEST BENGAL,NA,Bakshirhat S.O,Cooch Behar H.O
Ratinandan Konamukta Payesthi B.O,736135,B.O,Delivery,Cooch Behar,North Bengal And Sikkim,West Bengal,Dinhata,Cooch Behar,WEST BENGAL,NA,Dinhata S.O,Cooch Behar H.O
Ruerkuthi B.O,736134,B.O,Delivery,Cooch Behar,North Bengal And Sikkim,West Bengal,Dinhata,Cooch Behar,WEST BENGAL,NA,Dewanhat S.O,Cooch Behar H.O
Sahebganj S.O (Cooch Behar),736176,S.O,Delivery,Cooch Behar,North Bengal And Sikkim,West Bengal,Dinhata,Cooch Behar,WEST BENGAL,03581-244273,NA,Cooch Behar H.O
Sajerpar Ghoramara B.O,736165,B.O,Delivery,Cooch Behar,North Bengal And Sikkim,West Bengal,Cooch Behar,Cooch Behar,WEST BENGAL,NA,Pundibari S.O,Cooch Behar H.O
Salkumarhat B.O,736204,B.O,Delivery,Cooch Behar,North Bengal And Sikkim,West Bengal,Alipurduar,Jalpaiguri,WEST BENGAL,NA,Mathurabagan S.O,Cooch Behar H.O
Salmara B.O,736134,B.O,Delivery,Cooch Behar,North Bengal And Sikkim,West Bengal,Dinhata,Cooch Behar,WEST BENGAL,NA,Dewanhat S.O,Cooch Behar H.O
Salsalabari S.O,736208,S.O,Delivery,Cooch Behar,North Bengal And Sikkim,West Bengal,Alipurduar,Jalpaiguri,WEST BENGAL,03564-220234,NA,Cooch Behar H.O
Saontalpur S.O,736206,S.O,Delivery,Cooch Behar,North Bengal And Sikkim,West Bengal,Alipurduar,Jalpaiguri,WEST BENGAL,03564-240277,NA,Cooch Behar H.O
Satali Mandal Para B.O,735214,B.O,Delivery,Cooch Behar,North Bengal And Sikkim,West Bengal,Alipurduar,Jalpaiguri,WEST BENGAL,NA,Hamiltonganj S.O,Cooch Behar H.O
Shalbari B.O,736159,B.O,Delivery,Cooch Behar,North Bengal And Sikkim,West Bengal,Tufanganj - II,Cooch Behar,WEST BENGAL,NA,Tufanganj S.O,Cooch Behar H.O
Shibpur B.O,736172,B.O,Delivery,Cooch Behar,North Bengal And Sikkim,West Bengal,Mathabhanga,Cooch Behar,WEST BENGAL,NA,Gossairhat Bandar S.O,Cooch Behar H.O
Shikarpur B.O,736146,B.O,Delivery,Cooch Behar,North Bengal And Sikkim,West Bengal,Mathabhanga,Cooch Behar,WEST BENGAL,NA,Mathabhanga S.O,Cooch Behar H.O
Shilbarihat B.O,736204,B.O,Delivery,Cooch Behar,North Bengal And Sikkim,West Bengal,Alipurduar,Jalpaiguri,WEST BENGAL,NA,Mathurabagan S.O,Cooch Behar H.O
Shildanga B.O,736157,B.O,Delivery,Cooch Behar,North Bengal And Sikkim,West Bengal,Mathabhanga,Cooch Behar,WEST BENGAL,NA,Nishiganj S.O,Cooch Behar H.O
Shilghagri B.O,736131,B.O,Delivery,Cooch Behar,North Bengal And Sikkim,West Bengal,Tufanganj,Cooch Behar,WEST BENGAL,NA,Bakshirhat S.O,Cooch Behar H.O
Siddheswari B.O,736133,B.O,Delivery,Cooch Behar,North Bengal And Sikkim,West Bengal,Cooch Behar,Cooch Behar,WEST BENGAL,NA,Baneswar S.O,Cooch Behar H.O
Sidhabari B.O,736204,B.O,Delivery,Cooch Behar,North Bengal And Sikkim,West Bengal,Alipurduar,Jalpaiguri,WEST BENGAL,NA,Mathurabagan S.O,Cooch Behar H.O
Silduar B.O,736167,B.O,Delivery,Cooch Behar,North Bengal And Sikkim,West Bengal,Sitai,Cooch Behar,WEST BENGAL,NA,Sitaihat S.O,Cooch Behar H.O
Singimari Madnakura B.O,736135,B.O,Delivery,Cooch Behar,North Bengal And Sikkim,West Bengal,Dinhata - I,Cooch Behar,WEST BENGAL,NA,Dinhata S.O,Cooch Behar H.O
Sitaihat S.O,736167,S.O,Delivery,Cooch Behar,North Bengal And Sikkim,West Bengal,Sitai,Cooch Behar,WEST BENGAL,03581-285221,NA,Cooch Behar H.O
Sitalkuchi S.O,736158,S.O,Delivery,Cooch Behar,North Bengal And Sikkim,West Bengal,Sitalkuchi,Cooch Behar,WEST BENGAL,03583-263221,NA,Cooch Behar H.O
Sonapur B.O,736204,B.O,Delivery,Cooch Behar,North Bengal And Sikkim,West Bengal,Alipurduar,Cooch Behar,WEST BENGAL,NA,Mathurabagan S.O,Cooch Behar H.O
Sonari B.O,736133,B.O,Delivery,Cooch Behar,North Bengal And Sikkim,West Bengal,Cooch Behar,Cooch Behar,WEST BENGAL,NA,Baneswar S.O,Cooch Behar H.O
Soudpara B.O,736121,B.O,Delivery,Cooch Behar,North Bengal And Sikkim,West Bengal,Alipurduar,Jalpaiguri,WEST BENGAL,NA,Alipurduar S.O,Cooch Behar H.O
Souldhukri B.O,736134,B.O,Delivery,Cooch Behar,North Bengal And Sikkim,West Bengal,Cooch Behar - I,Cooch Behar,WEST BENGAL,NA,Dewanhat S.O,Cooch Behar H.O
South Bhangamore B.O,736146,B.O,Delivery,Cooch Behar,North Bengal And Sikkim,West Bengal,Mathabhanga - I,Cooch Behar,WEST BENGAL,NA,Mathabhanga S.O,Cooch Behar H.O
Subachanirpath B.O,736135,B.O,Delivery,Cooch Behar,North Bengal And Sikkim,West Bengal,Dinhata - I,Cooch Behar,WEST BENGAL,NA,Dinhata S.O,Cooch Behar H.O
Sukarurkuthi B.O,736168,B.O,Delivery,Cooch Behar,North Bengal And Sikkim,West Bengal,Dinhata,Cooch Behar,WEST BENGAL,NA,Bamanhat S.O,Cooch Behar H.O
Sukhdhanerkuthi B.O,736165,B.O,Delivery,Cooch Behar,North Bengal And Sikkim,West Bengal,Cooch Behar,Cooch Behar,WEST BENGAL,NA,Pundibari S.O,Cooch Behar H.O
Sutarpara B.O,736171,B.O,Delivery,Cooch Behar,North Bengal And Sikkim,West Bengal,Mathabhanga,Cooch Behar,WEST BENGAL,NA,Ghoksadanga S.O,Cooch Behar H.O
Takagachh B.O,736179,B.O,Delivery,Cooch Behar,North Bengal And Sikkim,West Bengal,Cooch Behar - I,Cooch Behar,WEST BENGAL,NA,New Cooch Behar S.O,Cooch Behar H.O
Taleshwarguri B.O,736206,B.O,Delivery,Cooch Behar,North Bengal And Sikkim,West Bengal,Alipurduar,Jalpaiguri,WEST BENGAL,NA,Saontalpur S.O,Cooch Behar H.O
Talliguri B.O,736156,B.O,Delivery,Cooch Behar,North Bengal And Sikkim,West Bengal,Cooch Behar,Cooch Behar,WEST BENGAL,NA,Nilkuthi S.O,Cooch Behar H.O
Tapshikhata B.O,736121,B.O,Delivery,Cooch Behar,North Bengal And Sikkim,West Bengal,Alipurduar,Jalpaiguri,WEST BENGAL,NA,Alipurduar S.O,Cooch Behar H.O
Tapurhat B.O,736170,B.O,Delivery,Cooch Behar,North Bengal And Sikkim,West Bengal,Cooch Behar - I,Cooch Behar,WEST BENGAL,NA,Ghughumari S.O,Cooch Behar H.O
Tatpara B.O,736208,B.O,Delivery,Cooch Behar,North Bengal And Sikkim,West Bengal,Alipurduar,Jalpaiguri,WEST BENGAL,NA,Salsalabari S.O,Cooch Behar H.O
Telepara B.O,736202,B.O,Delivery,Cooch Behar,North Bengal And Sikkim,West Bengal,Alipurduar,Jalpaiguri,WEST BENGAL,NA,Kamaskhyaguri S.O,Cooch Behar H.O
Tharaikhana B.O,736168,B.O,Delivery,Cooch Behar,North Bengal And Sikkim,West Bengal,Dinhata,Cooch Behar,WEST BENGAL,NA,Bamanhat S.O,Cooch Behar H.O
Tiadaha B.O,736169,B.O,Delivery,Cooch Behar,North Bengal And Sikkim,West Bengal,Dinhata,Cooch Behar,WEST BENGAL,NA,Nigamnagar S.O,Cooch Behar H.O
Tufanganj New Town S.O,736160,S.O,Delivery,Cooch Behar,North Bengal And Sikkim,West Bengal,Tufanganj,Cooch Behar,WEST BENGAL,03582-245866,NA,Cooch Behar H.O
Tufanganj S.O,736159,S.O,Delivery,Cooch Behar,North Bengal And Sikkim,West Bengal,Tufanganj,Cooch Behar,WEST BENGAL,03582-244233,NA,Cooch Behar H.O
Turturi B.O,736206,B.O,Delivery,Cooch Behar,North Bengal And Sikkim,West Bengal,Alipurduar,Jalpaiguri,WEST BENGAL,NA,Saontalpur S.O,Cooch Behar H.O
Unishbisha B.O,736171,B.O,Delivery,Cooch Behar,North Bengal And Sikkim,West Bengal,Mathabhanga,Cooch Behar,WEST BENGAL,NA,Ghoksadanga S.O,Cooch Behar H.O
Uttar Ambari B.O,736133,B.O,Delivery,Cooch Behar,North Bengal And Sikkim,West Bengal,Cooch Behar - II,Cooch Behar,WEST BENGAL,NA,Baneswar S.O,Cooch Behar H.O
Uttar Andaranfulbari B.O,736160,B.O,Delivery,Cooch Behar,North Bengal And Sikkim,West Bengal,Tufanganj,Cooch Behar,WEST BENGAL,NA,Tufanganj New Town S.O,Cooch Behar H.O
Uttar Falimari B.O,736131,B.O,Delivery,Cooch Behar,North Bengal And Sikkim,West Bengal,Tufanganj - II,Cooch Behar,WEST BENGAL,NA,Bakshirhat S.O,Cooch Behar H.O
Uttar Ghogarkuthi B.O,736159,B.O,Delivery,Cooch Behar,North Bengal And Sikkim,West Bengal,Tufanganj - I,Cooch Behar,WEST BENGAL,NA,Tufanganj S.O,Cooch Behar H.O
Uttar Mendabari B.O,735214,B.O,Delivery,Cooch Behar,North Bengal And Sikkim,West Bengal,Kalchini,Jalpaiguri,WEST BENGAL,NA,Hamiltonganj S.O,Cooch Behar H.O
Uttar Nararthali B.O,736202,B.O,Delivery,Cooch Behar,North Bengal And Sikkim,West Bengal,Kumargram,Jalpaiguri,WEST BENGAL,NA,Kamaskhyaguri S.O,Cooch Behar H.O
Uttar Parokata B.O,736202,B.O,Delivery,Cooch Behar,North Bengal And Sikkim,West Bengal,Alipurduar,Jalpaiguri,WEST BENGAL,NA,Kamaskhyaguri S.O,Cooch Behar H.O
Uttar Shibkhata B.O,736208,B.O,Delivery,Cooch Behar,North Bengal And Sikkim,West Bengal,Alipurduar,Jalpaiguri,WEST BENGAL,NA,Salsalabari S.O,Cooch Behar H.O
Uttar Simlabari B.O,736204,B.O,Delivery,Cooch Behar,North Bengal And Sikkim,West Bengal,Alipurduar,Jalpaiguri,WEST BENGAL,NA,Mathurabagan S.O,Cooch Behar H.O
Uttarpatkapara B.O,736121,B.O,Delivery,Cooch Behar,North Bengal And Sikkim,West Bengal,Alipurduar,Jalpaiguri,WEST BENGAL,NA,Alipurduar S.O,Cooch Behar H.O
7th Mile Kalimpong S.O,734301,S.O,Non-Delivery,Darjeeling,North Bengal And Sikkim,West Bengal,Kalimpong -I,Darjiling,WEST BENGAL,NA,NA,Darjeeling H.O
Adhikari B.O,734427,B.O,Delivery,Darjeeling,North Bengal And Sikkim,West Bengal,Kharibari,Darjiling,WEST BENGAL,NA,Khoribari S.O,Siliguri H.O
Algarah S.O,734314,S.O,Delivery,Darjeeling,North Bengal And Sikkim,West Bengal,Kalimpong - II,Darjiling,WEST BENGAL,03552-280221,NA,Darjeeling H.O
Ambootia B.O,734203,B.O,Delivery,Darjeeling,North Bengal And Sikkim,West Bengal,Kurseong,Darjiling,WEST BENGAL,NA,Kurseong S.O,Darjeeling H.O
Badamtam B.O,734105,B.O,Delivery,Darjeeling,North Bengal And Sikkim,West Bengal,Darjeeling,Darjiling,WEST BENGAL,NA,Lebong S.O,Darjeeling H.O
Badrajote B.O,734429,B.O,Delivery,Darjeeling,North Bengal And Sikkim,West Bengal,Rangli Rangliot,Darjiling,WEST BENGAL,NA,Naksalbari S.O,Siliguri H.O
Bagdogra Air Port S.O,734421,S.O,Delivery,Darjeeling,North Bengal And Sikkim,West Bengal,Phansidewa,Darjiling,WEST BENGAL,NA,NA,Siliguri H.O
Bagdogra S.O,734014,S.O,Delivery,Darjeeling,North Bengal And Sikkim,West Bengal,Phansidewa,Darjiling,WEST BENGAL,0353-2551401,NA,Siliguri H.O
Bagora B.O,734224,B.O,Delivery,Darjeeling,North Bengal And Sikkim,West Bengal,Kurseong,Darjiling,WEST BENGAL,NA,Tung S.O,Darjeeling H.O
Baigunta Pur B.O,734008,B.O,Delivery,Darjeeling,North Bengal And Sikkim,West Bengal,Kurseong,Darjiling,WEST BENGAL,NA,Salugarah S.O,Siliguri H.O
Balasun B.O,734219,B.O,Delivery,Darjeeling,North Bengal And Sikkim,West Bengal,Kurseong,Darjiling,WEST BENGAL,NA,Sonada S.O,Darjeeling H.O
Bankim Park S.O,734301,S.O,Non-Delivery,Darjeeling,North Bengal And Sikkim,West Bengal,Kalimpong -I,Darjiling,WEST BENGAL,NA,NA,Darjeeling H.O
Bannersberg B.O,734104,B.O,Delivery,Darjeeling,North Bengal And Sikkim,West Bengal,Darjeeling,Darjiling,WEST BENGAL,NA,North Point S.O,Darjeeling H.O
Bansbotey B.O,734201,B.O,Delivery,Darjeeling,North Bengal And Sikkim,West Bengal,Darjeeling Pulbazar,Darjiling,WEST BENGAL,NA,Bijanbari S.O,Darjeeling H.O
Bar Dara B.O,734312,B.O,Delivery,Darjeeling,North Bengal And Sikkim,West Bengal,Kalimpong,Darjiling,WEST BENGAL,NA,Tista Bridge S.O,Darjeeling H.O
Batasia B.O,734221,B.O,Delivery,Darjeeling,North Bengal And Sikkim,West Bengal,Jorebunglow Sukiapokhri,Darjiling,WEST BENGAL,NA,Sukhiapokhari S.O,Darjeeling H.O
Belgachi S.O,734423,S.O,Delivery,Darjeeling,North Bengal And Sikkim,West Bengal,Siliguri,Darjiling,WEST BENGAL,0353-2559074,NA,Siliguri H.O
Bendubi S.O,734424,S.O,Delivery,Darjeeling,North Bengal And Sikkim,West Bengal,Phansidewa,Darjiling,WEST BENGAL,0353-2480153,NA,Siliguri H.O
Bhajanpur Jote B.O,734427,B.O,Delivery,Darjeeling,North Bengal And Sikkim,West Bengal,Siliguri,Darjiling,WEST BENGAL,NA,Khoribari S.O,Siliguri H.O
Bhaktinagar S.O,734007,S.O,Delivery,Darjeeling,North Bengal And Sikkim,West Bengal,Rajganj,Jalpaiguri,WEST BENGAL,0353-2468939,NA,Siliguri H.O
Bhanugram S.O,734101,S.O,Non-Delivery,Darjeeling,North Bengal And Sikkim,West Bengal,Darjeeling Pulbazar,Darjiling,WEST BENGAL,NA,NA,Darjeeling H.O
Bhutia Busty S.O,734101,S.O,Non-Delivery,Darjeeling,North Bengal And Sikkim,West Bengal,Darjeeling Pulbazar,Darjiling,WEST BENGAL,NA,NA,Darjeeling H.O
Bijanbari S.O,734201,S.O,Delivery,Darjeeling,North Bengal And Sikkim,West Bengal,Darjeeling,Darjiling,WEST BENGAL,0354-2260254,NA,Darjeeling H.O
Bilaksu B.O,734427,B.O,Delivery,Darjeeling,North Bengal And Sikkim,West Bengal,Siliguri,Darjiling,WEST BENGAL,NA,Khoribari S.O,Siliguri H.O
Bloom Field B.O,734102,B.O,Delivery,Darjeeling,North Bengal And Sikkim,West Bengal,Darjeeling Pulbazar,Darjiling,WEST BENGAL,NA,Ghoom S.O,Darjeeling H.O
Bong Busty S.O,734301,S.O,Non-Delivery,Darjeeling,North Bengal And Sikkim,West Bengal,Kalimpong -I,Darjiling,WEST BENGAL,03552-270410,NA,Darjeeling H.O
Buraganj B.O,734426,B.O,Delivery,Darjeeling,North Bengal And Sikkim,West Bengal,Siliguri,Darjiling,WEST BENGAL,NA,Kamala Bagan S.O,Siliguri H.O
Champasari B.O,734003,B.O,Delivery,Darjeeling,North Bengal And Sikkim,West Bengal,Siliguri,Darjiling,WEST BENGAL,NA,Pradhan Nagar S.O,Siliguri H.O
Chathat S.O,734436,S.O,Delivery,Darjeeling,North Bengal And Sikkim,West Bengal,Phansidewa,Darjiling,WEST BENGAL,NA,NA,Siliguri H.O
Chhotapubong B.O,734102,B.O,Delivery,Darjeeling,North Bengal And Sikkim,West Bengal,Darjeeling,Darjiling,WEST BENGAL,NA,Ghoom S.O,Darjeeling H.O
Chhumirchin Manchu B.O,734314,B.O,Delivery,Darjeeling,North Bengal And Sikkim,West Bengal,Kalimpong - II,Darjiling,WEST BENGAL,NA,Algarah S.O,Darjeeling H.O
Chibo Busty B.O,734301,B.O,Delivery,Darjeeling,North Bengal And Sikkim,West Bengal,Kalimpong -I,Darjiling,WEST BENGAL,NA,Kalimpong S.O,Darjeeling H.O
Chitalghatta B.O,734426,B.O,Delivery,Darjeeling,North Bengal And Sikkim,West Bengal,Phansidewa,Darjiling,WEST BENGAL,NA,Kamala Bagan S.O,Siliguri H.O
Chowpukuria B.O,734014,B.O,Delivery,Darjeeling,North Bengal And Sikkim,West Bengal,Darjeeling,Darjiling,WEST BENGAL,NA,Bagdogra S.O,Siliguri H.O
Chunbhati B.O,734223,B.O,Delivery,Darjeeling,North Bengal And Sikkim,West Bengal,Kurseong,Darjiling,WEST BENGAL,NA,Tindharia S.O,Darjeeling H.O
Dabgram B.O,734004,B.O,Delivery,Darjeeling,North Bengal And Sikkim,West Bengal,Rajganj,Jalpaiguri,WEST BENGAL,NA,Siliguri Town S.O,Siliguri H.O
Dara Goan B.O,734201,B.O,Delivery,Darjeeling,North Bengal And Sikkim,West Bengal,Kalimpong - II,Darjiling,WEST BENGAL,NA,Bijanbari S.O,Darjeeling H.O
Darjeeling Bazar S.O,734101,S.O,Non-Delivery,Darjeeling,North Bengal And Sikkim,West Bengal,Darjeeling Pulbazar,Darjiling,WEST BENGAL,0354-2254834,NA,Darjeeling H.O
Darjeeling Court S.O,734101,S.O,Non-Delivery,Darjeeling,North Bengal And Sikkim,West Bengal,Darjeeling Pulbazar,Darjiling,WEST BENGAL,0354-2254246,NA,Darjeeling H.O
Darjeeling H.O,734101,H.O,Delivery,Darjeeling,North Bengal And Sikkim,West Bengal,Darjeeling Pulbazar,Darjiling,WEST BENGAL,0354-2252849,NA,NA
Deorali B.O,734220,B.O,Delivery,Darjeeling,North Bengal And Sikkim,West Bengal,Kurseong,Darjiling,WEST BENGAL,NA,St.Mary's Hill S.O,Darjeeling H.O
Desbandhupara S.O,734004,S.O,Non-Delivery,Darjeeling,North Bengal And Sikkim,West Bengal,Siliguri,Darjiling,WEST BENGAL,0353-2668136,NA,Siliguri H.O
Dhajea B.O,734215,B.O,Delivery,Darjeeling,North Bengal And Sikkim,West Bengal,Kalimpong,Darjiling,WEST BENGAL,NA,Nagrispur S.O,Darjeeling H.O
Dooteriah S.O,734121,S.O,Delivery,Darjeeling,North Bengal And Sikkim,West Bengal,Darjeeling,Darjiling,WEST BENGAL,NA,NA,Darjeeling H.O
Dowhill S.O,734204,S.O,Delivery,Darjeeling,North Bengal And Sikkim,West Bengal,Kurseong,Darjiling,WEST BENGAL,0354-2332199,NA,Darjeeling H.O
Dulal Jote B.O,734429,B.O,Delivery,Darjeeling,North Bengal And Sikkim,West Bengal,Kharibari,Darjiling,WEST BENGAL,NA,Naksalbari S.O,Siliguri H.O
Dumaram Busty S.O,734203,S.O,Non-Delivery,Darjeeling,North Bengal And Sikkim,West Bengal,Kurseong,Darjiling,WEST BENGAL,0354-2344777,NA,Darjeeling H.O
Duptin-10 B.O,734214,B.O,Delivery,Darjeeling,North Bengal And Sikkim,West Bengal,Kurseong,Darjiling,WEST BENGAL,NA,Mirik S.O,Siliguri H.O
East Bhaktinagar B.O,734007,B.O,Delivery,Darjeeling,North Bengal And Sikkim,West Bengal,Rajganj,Jalpaiguri,WEST BENGAL,NA,Bhaktinagar S.O,Siliguri H.O
Echhey S.O,734317,S.O,Delivery,Darjeeling,North Bengal And Sikkim,West Bengal,Kalimpong,Darjiling,WEST BENGAL,NA,NA,Darjeeling H.O
Fulbari Hat B.O,734015,B.O,Delivery,Darjeeling,North Bengal And Sikkim,West Bengal,Rajganj,Jalpaiguri,WEST BENGAL,NA,Mahananda Project S.O,Siliguri H.O
Gayabari B.O,734223,B.O,Delivery,Darjeeling,North Bengal And Sikkim,West Bengal,Kurseong,Darjiling,WEST BENGAL,NA,Tindharia S.O,Darjeeling H.O
Gayanganga B.O,734426,B.O,Delivery,Darjeeling,North Bengal And Sikkim,West Bengal,Phansidewa,Darjiling,WEST BENGAL,NA,Kamala Bagan S.O,Siliguri H.O
Geile Banjyang B.O,734226,B.O,Delivery,Darjeeling,North Bengal And Sikkim,West Bengal,Darjeeling,Darjiling,WEST BENGAL,NA,Rangli Rangliot S.O,Darjeeling H.O
Ghoom S.O,734102,S.O,Delivery,Darjeeling,North Bengal And Sikkim,West Bengal,Darjeeling,Darjiling,WEST BENGAL,0354-2274341,NA,Darjeeling H.O
Ghugumali B.O,734006,B.O,Delivery,Darjeeling,North Bengal And Sikkim,West Bengal,Rajganj,Jalpaiguri,WEST BENGAL,NA,Rabindra Sarani S.O,Siliguri H.O
Gitdubling B.O,734314,B.O,Delivery,Darjeeling,North Bengal And Sikkim,West Bengal,Kalimpong,Darjiling,WEST BENGAL,NA,Algarah S.O,Darjeeling H.O
Goke Bazar B.O,734201,B.O,Delivery,Darjeeling,North Bengal And Sikkim,West Bengal,Kurseong,Darjiling,WEST BENGAL,NA,Bijanbari S.O,Darjeeling H.O
Gopal Dhara B.O,734214,B.O,Delivery,Darjeeling,North Bengal And Sikkim,West Bengal,Kurseong,Darjiling,WEST BENGAL,NA,Mirik S.O,Siliguri H.O
Gossaipur B.O,734014,B.O,Delivery,Darjeeling,North Bengal And Sikkim,West Bengal,Matigara ,Darjiling,WEST BENGAL,NA,Bagdogra S.O,Siliguri H.O
Gulma B.O,734009,B.O,Delivery,Darjeeling,North Bengal And Sikkim,West Bengal,Siliguri,Darjiling,WEST BENGAL,NA,Sukna S.O,Siliguri H.O
Gumba B.O,734102,B.O,Delivery,Darjeeling,North Bengal And Sikkim,West Bengal,Darjeeling Pulbazar,Darjiling,WEST BENGAL,NA,Ghoom S.O,Darjeeling H.O
Haidarpara B.O,734006,B.O,Delivery,Darjeeling,North Bengal And Sikkim,West Bengal,Rajganj,Jalpaiguri,WEST BENGAL,NA,Rabindra Sarani S.O,Siliguri H.O
Hardigachh B.O,734434,B.O,Delivery,Darjeeling,North Bengal And Sikkim,West Bengal,Phansidewa,Darjiling,WEST BENGAL,NA,Phansidewa S.O,Siliguri H.O
Hatighisa B.O,734429,B.O,Delivery,Darjeeling,North Bengal And Sikkim,West Bengal,Naxalbari,Darjiling,WEST BENGAL,NA,Naksalbari S.O,Siliguri H.O
Jalpahar S.O,734103,S.O,Delivery,Darjeeling,North Bengal And Sikkim,West Bengal,Darjeeling Pulbazar,Darjiling,WEST BENGAL,0354-2256310,NA,Darjeeling H.O
Jamdar Vitta B.O,734217,B.O,Delivery,Darjeeling,North Bengal And Sikkim,West Bengal,Kurseong,Darjiling,WEST BENGAL,NA,Pankhabari S.O,Darjeeling H.O
Jhepi B.O,734201,B.O,Delivery,Darjeeling,North Bengal And Sikkim,West Bengal,Kurseong,Darjiling,WEST BENGAL,NA,Bijanbari S.O,Darjeeling H.O
Jyoti Nagar B.O,734005,B.O,Delivery,Darjeeling,North Bengal And Sikkim,West Bengal,Siliguri,Darjiling,WEST BENGAL,NA,Siliguri Bazar S.O,Siliguri H.O
Kadamtala S.O (Darjiling),734011,S.O,Delivery,Darjeeling,North Bengal And Sikkim,West Bengal,Naxalbari,Darjiling,WEST BENGAL,0353-2581456,NA,Siliguri H.O
Kafer B.O,734314,B.O,Delivery,Darjeeling,North Bengal And Sikkim,West Bengal,Kalimpong,Darjiling,WEST BENGAL,NA,Algarah S.O,Darjeeling H.O
Kagay Bazar B.O,734311,B.O,Delivery,Darjeeling,North Bengal And Sikkim,West Bengal,Kalimpong,Darjiling,WEST BENGAL,NA,Pedong S.O,Darjeeling H.O
Kaijalia B.O,734201,B.O,Delivery,Darjeeling,North Bengal And Sikkim,West Bengal,Kurseong,Darjiling,WEST BENGAL,NA,Bijanbari S.O,Darjeeling H.O
Kalachandgach B.O,734426,B.O,Delivery,Darjeeling,North Bengal And Sikkim,West Bengal,Naxalbari,Darjiling,WEST BENGAL,NA,Kamala Bagan S.O,Siliguri H.O
Kalijhora S.O,734320,S.O,Delivery,Darjeeling,North Bengal And Sikkim,West Bengal,Kalimpong -I,Darjiling,WEST BENGAL,NA,NA,Siliguri H.O
Kalimpong Bazar S.O,734301,S.O,Non-Delivery,Darjeeling,North Bengal And Sikkim,West Bengal,Kalimpong -I,Darjiling,WEST BENGAL,03552-255754,NA,Darjeeling H.O
Kalimpong S.O,734301,S.O,Delivery,Darjeeling,North Bengal And Sikkim,West Bengal,Kalimpong,Darjiling,WEST BENGAL,03552-255990,NA,Darjeeling H.O
Kamala Bagan S.O,734426,S.O,Delivery,Darjeeling,North Bengal And Sikkim,West Bengal,Naxalbari,Darjiling,WEST BENGAL,0353-96354128,NA,Siliguri H.O
Kantivitta B.O,734434,B.O,Delivery,Darjeeling,North Bengal And Sikkim,West Bengal,Siliguri,Darjiling,WEST BENGAL,NA,Phansidewa S.O,Siliguri H.O
Khoribari S.O,734427,S.O,Delivery,Darjeeling,North Bengal And Sikkim,West Bengal,Siliguri,Darjiling,WEST BENGAL,0353-2554221,NA,Siliguri H.O
